mode;seed;dataset;optimizer;index
macro;19;physics;ev1003;48341
macro;19;physics;ev1003;48341
macro;19;physics;ev1003;77933
macro;19;physics;ev1003;46901
macro;19;physics;ev1003;46901
macro;19;physics;ev1003;34737
macro;19;physics;ev1003;48327
macro;19;physics;ev1003;48327
macro;19;physics;ev1003;48327
macro;19;physics;ev1003;48239
macro;19;physics;ev1003;48239
macro;19;physics;ev1003;48239
macro;19;physics;ev1003;2804
macro;19;physics;ev1003;2804
macro;19;physics;ev1003;38976
macro;19;physics;ev1003;78797
macro;19;physics;ev1003;45175
macro;19;physics;ev1003;45175
macro;19;physics;ev1003;45175
macro;19;physics;ev1003;71521
macro;19;physics;ev1003;77089
macro;19;physics;ev1003;84782
macro;19;physics;ev1003;38974
macro;19;physics;ev1003;48237
macro;19;physics;ev1003;41636
macro;19;physics;ev1003;38981
macro;19;physics;ev1003;60373
macro;19;physics;ev1003;60373
macro;19;physics;ev1003;60373
macro;19;physics;ev1003;60373
macro;19;physics;ev1003;60373
macro;19;physics;ev1003;60373
macro;19;physics;ev1003;60373
macro;19;physics;ev1003;60373
macro;19;physics;ev1003;40796
macro;19;physics;ev1003;82255
macro;19;physics;ev1003;82255
macro;19;physics;ev1003;10756
macro;19;physics;ev1003;89695
macro;19;physics;ev1003;16665
macro;19;physics;ev1003;76689
macro;19;physics;ev1003;76689
macro;19;physics;ev1003;79234
macro;19;physics;ev1003;76690
macro;19;physics;ev1003;52211
macro;19;physics;ev1003;41635
macro;19;physics;ev1003;48326
macro;19;physics;ev1003;84739
macro;19;physics;ev1003;84739
macro;19;physics;ev1003;38995
macro;19;physics;ev1003;48490
macro;19;physics;ev1003;33086
macro;19;physics;ev1003;76713
macro;19;physics;ev1003;76713
macro;19;physics;ev1003;76713
macro;19;physics;ev1003;83893
macro;19;physics;ev1003;23449
macro;19;physics;ev1003;23449
macro;19;physics;ev1003;82118
macro;19;physics;ev1003;82118
macro;19;physics;ev1003;24885
macro;19;physics;ev1003;46320
macro;19;physics;ev1003;46320
macro;19;physics;ev1003;18069
macro;19;physics;ev1003;82257
macro;19;physics;ev1003;82257
macro;19;physics;ev1003;23461
macro;19;physics;ev1003;42783
macro;19;physics;ev1003;42783
macro;19;physics;ev1003;67482
macro;19;physics;ev1003;48342
macro;19;physics;ev1003;24825
macro;19;physics;ev1003;48489
macro;19;physics;ev1003;71519
macro;19;physics;ev1003;27492
macro;19;physics;ev1003;16069
macro;19;physics;ev1003;76706
macro;19;physics;ev1003;76706
macro;19;physics;ev1003;21906
macro;19;physics;ev1003;21906
macro;19;physics;ev1003;82267
macro;19;physics;ev1003;82267
macro;19;physics;ev1003;82267
macro;19;physics;ev1003;82267
macro;19;physics;ev1003;24826
macro;19;physics;ev1003;48479
macro;19;physics;ev1003;60372
macro;19;physics;ev1003;60372
macro;19;physics;ev1003;79182
macro;19;physics;ev1003;46881
macro;19;physics;ev1003;46881
macro;19;physics;ev1003;48386
macro;19;physics;ev1003;82120
macro;19;physics;ev1003;82120
macro;19;physics;ev1003;2769
macro;19;physics;ev1003;60358
macro;19;physics;ev1003;60358
macro;19;physics;ev1003;60358
macro;19;physics;ev1003;60358
macro;19;physics;ev1003;46959
macro;19;physics;ev1003;46959
macro;19;physics;ev1003;84728
macro;19;physics;ev1003;84728
macro;19;physics;ev1003;38914
macro;19;physics;ev1003;60374
macro;19;physics;ev1003;60374
macro;19;physics;ev1003;60374
macro;19;physics;ev1003;41664
macro;19;physics;ev1003;54909
macro;19;physics;ev1003;45860
macro;19;physics;ev1003;39015
macro;19;physics;ev1003;60375
macro;19;physics;ev1003;60375
macro;19;physics;ev1003;76677
macro;19;physics;ev1003;45858
macro;19;physics;ev1003;45858
macro;19;physics;ev1003;45858
macro;19;physics;ev1003;67484
macro;19;physics;ev1003;71517
macro;19;physics;ev1003;48272
macro;19;physics;ev1003;83299
macro;19;physics;ev1003;83300
macro;19;physics;ev1003;83897
macro;19;physics;ev1003;83897
macro;19;physics;ev1003;83897
macro;19;physics;ev1003;81966
macro;19;physics;ev1003;81966
macro;19;physics;ev1003;82256
macro;19;physics;ev1003;68816
macro;19;physics;ev1003;48346
macro;19;physics;ev1003;82775
macro;19;physics;ev1003;87992
macro;19;physics;ev1003;87992
macro;19;physics;ev1003;48330
macro;19;physics;ev1003;48330
macro;19;physics;ev1003;81964
macro;19;physics;ev1003;52321
macro;19;physics;ev1003;83891
macro;19;physics;ev1003;58182
macro;19;physics;ev1003;58182
macro;19;physics;ev1003;58182
macro;19;physics;ev1003;58182
macro;19;physics;ev1003;58182
macro;19;physics;ev1003;25280
macro;19;physics;ev1003;82265
macro;19;physics;ev1003;82265
macro;19;physics;ev1003;83892
macro;19;physics;ev1003;48317
macro;19;physics;ev1003;48317
macro;19;physics;ev1003;48317
macro;19;physics;ev1003;88150
macro;19;physics;ev1003;81963
macro;19;physics;ev1003;81963
macro;19;physics;ev1003;83898
macro;19;physics;ev1003;48271
macro;19;physics;ev1003;46050
macro;19;physics;ev1003;60402
macro;19;physics;ev1003;60402
macro;19;physics;ev1003;84741
macro;19;physics;ev1003;41648
macro;19;physics;ev1003;24107
macro;19;physics;ev1003;82609
macro;19;physics;ev1003;45859
macro;19;physics;ev1003;45859
macro;19;physics;ev1003;48337
macro;19;physics;ev1003;48337
macro;19;physics;ev1003;53250
macro;19;physics;ev1003;53250
macro;19;physics;ev1003;72249
macro;19;physics;ev1003;72249
macro;19;physics;ev1003;72249
macro;19;physics;ev1003;72249
macro;19;physics;ev1003;72249
macro;19;physics;ev1003;72249
macro;19;physics;ev1003;83307
macro;19;physics;ev1003;83307
macro;19;physics;ev1003;82119
macro;19;physics;ev1003;60311
macro;19;physics;ev1003;60311
macro;19;physics;ev1003;48488
macro;19;physics;ev1003;71516
macro;19;physics;ev1003;48339
macro;19;physics;ev1003;48339
macro;19;physics;ev1003;48339
macro;19;physics;ev1003;48339
macro;19;physics;ev1003;48339
macro;19;physics;ev1003;48339
macro;19;physics;ev1003;48339
macro;19;physics;ev1003;48339
macro;19;physics;ev1003;48339
macro;19;physics;ev1003;48339
macro;19;physics;ev1003;48339
macro;19;physics;ev1003;48339
macro;19;physics;ev1003;60398
macro;19;physics;ev1003;84715
macro;19;physics;ev1003;84715
macro;19;physics;ev1003;58191
macro;19;physics;ev1003;58191
macro;19;physics;ev1003;58191
macro;19;physics;ev1003;79493
macro;19;physics;ev1003;48322
macro;19;physics;ev1003;24886
macro;19;physics;ev1003;24886
macro;19;physics;ev1003;48306
macro;19;physics;ev1003;84738
macro;19;physics;ev1003;84738
macro;19;physics;ev1003;84738
macro;19;physics;ev1003;84738
macro;19;physics;ev1003;48297
macro;19;physics;ev1003;48297
macro;19;physics;ev1003;48297
macro;19;physics;ev1003;48297
macro;19;physics;ev1003;48297
macro;19;physics;ev1003;48297
macro;19;physics;ev1003;48297
macro;19;physics;ev1003;48297
macro;19;physics;ev1003;82253
macro;19;physics;ev1003;84756
macro;19;physics;ev1003;45823
macro;19;physics;ev1003;45906
macro;19;physics;ev1003;45906
macro;19;physics;ev1003;48333
macro;19;physics;ev1003;48333
macro;19;physics;ev1003;48333
macro;19;physics;ev1003;48333
macro;19;physics;ev1003;48333
macro;19;physics;ev1003;48333
macro;19;physics;ev1003;48335
macro;19;physics;ev1003;48335
macro;19;physics;ev1003;58178
macro;19;physics;ev1003;58178
macro;19;physics;ev1003;58178
macro;19;physics;ev1003;58178
macro;19;physics;ev1003;58178
macro;19;physics;ev1003;48477
macro;19;physics;ev1003;48477
macro;19;physics;ev1003;84740
macro;19;physics;ev1003;48378
macro;19;physics;ev1003;48378
macro;19;physics;ev1003;78690
macro;19;physics;ev1003;78690
macro;19;physics;ev1003;48375
macro;19;physics;ev1003;48375
macro;19;physics;ev1003;48375
macro;19;physics;ev1003;48375
macro;19;physics;ev1003;82236
macro;19;physics;ev1003;82236
macro;19;physics;ev1003;82236
macro;19;physics;ev1003;82236
macro;19;physics;ev1003;82236
macro;19;physics;ev1003;82236
macro;19;physics;ev1003;82236
macro;19;physics;ev1003;45847
macro;19;physics;ev1003;45847
macro;19;physics;ev1003;45847
macro;19;physics;ev1003;82121
macro;19;physics;ev1003;48316
macro;19;physics;ev1003;48316
macro;19;physics;ev1003;48316
macro;19;physics;ev1003;60397
macro;19;physics;ev1003;46899
macro;19;physics;ev1003;84726
macro;19;physics;ev1003;48397
macro;19;physics;ev1003;48397
macro;19;physics;ev1003;88151
macro;19;physics;ev1003;46391
macro;19;physics;ev1003;46391
macro;19;physics;ev1003;48294
macro;19;physics;ev1003;54930
macro;19;physics;ev1003;52320
macro;19;physics;ev1003;84731
macro;19;physics;ev1003;48308
macro;19;physics;ev1003;85271
macro;19;physics;ev1003;85271
macro;19;physics;ev1003;85271
macro;19;physics;ev1003;85271
macro;19;physics;ev1003;85271
macro;19;physics;ev1003;85271
macro;19;physics;ev1003;48313
macro;19;physics;ev1003;48313
macro;19;physics;ev1003;48313
macro;19;physics;ev1003;84736
macro;19;physics;ev1003;89003
macro;19;physics;ev1003;48293
macro;19;physics;ev1003;45857
macro;19;physics;ev1003;48296
macro;19;physics;ev1003;48296
macro;19;physics;ev1003;46049
macro;19;physics;ev1003;58215
macro;19;physics;ev1003;58215
macro;19;physics;ev1003;58190
macro;19;physics;ev1003;84701
macro;19;physics;ev1003;84701
macro;19;physics;ev1003;48361
macro;19;physics;ev1003;45851
macro;19;physics;ev1003;24871
macro;19;physics;ev1003;46395
macro;19;physics;ev1003;45885
macro;19;physics;ev1003;84742
macro;19;physics;ev1003;48338
macro;19;physics;ev1003;48338
macro;19;physics;ev1003;46897
macro;19;physics;ev1003;24816
macro;19;physics;ev1003;24816
macro;19;physics;ev1003;84864
macro;19;physics;ev1003;48314
macro;19;physics;ev1003;48314
macro;19;physics;ev1003;48329
macro;19;physics;ev1003;58212
macro;19;physics;ev1003;84689
macro;19;physics;ev1003;84689
macro;19;physics;ev1003;84689
macro;19;physics;ev1003;84689
macro;19;physics;ev1003;84689
macro;19;physics;ev1003;84689
macro;19;physics;ev1003;84689
macro;19;physics;ev1003;84689
macro;19;physics;ev1003;84689
macro;19;physics;ev1003;84689
macro;19;physics;ev1003;84689
macro;19;physics;ev1003;84689
macro;19;physics;ev1003;84689
macro;19;physics;ev1003;21897
macro;19;physics;ev1003;21897
macro;19;physics;ev1003;48323
macro;19;physics;ev1003;84855
macro;19;physics;ev1003;84855
macro;19;physics;ev1003;48304
macro;19;physics;ev1003;45884
macro;19;physics;ev1003;84755
macro;19;physics;ev1003;84773
macro;19;physics;ev1003;45854
macro;19;physics;ev1003;46393
macro;19;physics;ev1003;46393
macro;19;physics;ev1003;48377
macro;19;physics;ev1003;48377
macro;19;physics;ev1003;48377
macro;19;physics;ev1003;48377
macro;19;physics;ev1003;60359
macro;19;physics;ev1003;72248
macro;19;physics;ev1003;72248
macro;19;physics;ev1003;72248
macro;19;physics;ev1003;45905
macro;19;physics;ev1003;59079
macro;19;physics;ev1003;83108
macro;19;physics;ev1003;84707
macro;19;physics;ev1003;84707
macro;19;physics;ev1003;48230
macro;19;physics;ev1003;84690
macro;19;physics;ev1003;45170
macro;19;physics;ev1003;82239
macro;19;physics;ev1003;46392
macro;19;physics;ev1003;46392
macro;19;physics;ev1003;84697
macro;19;physics;ev1003;84697
macro;19;physics;ev1003;84697
macro;19;physics;ev1003;48331
macro;19;physics;ev1003;48301
macro;19;physics;ev1003;53905
macro;19;physics;ev1003;75936
macro;19;physics;ev1003;75936
macro;19;physics;ev1003;58187
macro;19;physics;ev1003;60360
macro;19;physics;ev1003;60360
macro;19;physics;ev1003;48287
macro;19;physics;ev1003;72241
macro;19;physics;ev1003;72241
macro;19;physics;ev1003;84698
macro;19;physics;ev1003;84698
macro;19;physics;ev1003;48318
macro;19;physics;ev1003;84700
macro;19;physics;ev1003;84700
macro;19;physics;ev1003;84700
macro;19;physics;ev1003;84700
macro;19;physics;ev1003;88995
macro;19;physics;ev1003;53904
macro;19;physics;ev1003;72251
macro;19;physics;ev1003;72251
macro;19;physics;ev1003;72251
macro;19;physics;ev1003;72250
macro;19;physics;ev1003;84733
macro;19;physics;ev1003;48303
macro;19;physics;ev1003;48303
macro;19;physics;ev1003;48303
macro;19;physics;ev1003;48303
macro;19;physics;ev1003;48358
macro;19;physics;ev1003;48358
macro;19;physics;ev1003;82037
macro;19;physics;ev1003;82037
macro;19;physics;ev1003;82037
macro;19;physics;ev1003;24862
macro;19;physics;ev1003;82589
macro;19;physics;ev1003;84752
macro;19;physics;ev1003;84734
macro;19;physics;ev1003;54902
macro;19;physics;ev1003;46898
macro;19;physics;ev1003;84732
macro;19;physics;ev1003;84732
macro;19;physics;ev1003;46318
macro;19;physics;ev1003;48487
macro;19;physics;ev1003;82235
macro;19;physics;ev1003;82235
macro;19;physics;ev1003;82235
macro;19;physics;ev1003;82235
macro;19;physics;ev1003;82235
macro;19;physics;ev1003;82235
macro;19;physics;ev1003;82235
macro;19;physics;ev1003;82235
macro;19;physics;ev1003;24883
macro;19;physics;ev1003;48340
macro;19;physics;ev1003;72265
macro;19;physics;ev1003;84686
macro;19;physics;ev1003;60370
macro;19;physics;ev1003;60370
macro;19;physics;ev1003;45173
macro;19;physics;ev1003;48321
macro;19;physics;ev1003;22672
macro;19;physics;ev1003;22672
macro;19;physics;ev1003;48307
macro;19;physics;ev1003;48307
macro;19;physics;ev1003;48307
macro;19;physics;ev1003;84750
macro;19;physics;ev1003;72262
macro;19;physics;ev1003;72262
macro;19;physics;ev1003;59056
macro;19;physics;ev1003;84772
macro;19;physics;ev1003;48334
macro;19;physics;ev1003;48336
macro;19;physics;ev1003;60356
macro;19;physics;ev1003;60356
macro;19;physics;ev1003;83176
macro;19;physics;ev1003;84727
macro;19;physics;ev1003;48478
macro;19;physics;ev1003;78676
macro;19;physics;ev1003;45843
macro;19;physics;ev1003;48376
macro;19;physics;ev1003;60362
macro;19;physics;ev1003;84720
macro;19;physics;ev1003;84720
macro;19;physics;ev1003;45845
macro;19;physics;ev1003;45845
macro;19;physics;ev1003;84735
macro;19;physics;ev1003;82237
macro;19;physics;ev1003;82099
macro;19;physics;ev1003;83289
macro;19;physics;ev1003;83289
macro;19;physics;ev1003;44033
macro;19;physics;ev1003;84725
macro;19;physics;ev1003;84725
macro;19;physics;ev1003;84725
macro;19;physics;ev1003;81956
macro;19;physics;ev1003;81956
macro;19;physics;ev1003;81956
macro;19;physics;ev1003;48398
macro;19;physics;ev1003;45849
macro;19;physics;ev1003;79488
macro;19;physics;ev1003;48315
macro;19;physics;ev1003;46390
macro;19;physics;ev1003;84711
macro;19;physics;ev1003;84711
macro;19;physics;ev1003;84711
macro;19;physics;ev1003;84711
macro;19;physics;ev1003;45839
macro;19;physics;ev1003;84687
macro;19;physics;ev1003;77645
macro;19;physics;ev1003;77645
macro;19;physics;ev1003;77645
macro;19;physics;ev1003;89004
macro;19;physics;ev1003;72247
macro;19;physics;ev1003;72247
macro;19;physics;ev1003;58156
macro;19;physics;ev1003;58156
macro;19;physics;ev1003;58156
macro;19;physics;ev1003;58156
macro;19;physics;ev1003;58156
macro;19;physics;ev1003;58156
macro;19;physics;ev1003;58156
macro;19;physics;ev1003;58156
macro;19;physics;ev1003;58156
macro;19;physics;ev1003;58156
macro;19;physics;ev1003;58156
macro;19;physics;ev1003;58156
macro;19;physics;ev1003;58156
macro;19;physics;ev1003;58156
macro;19;physics;ev1003;58156
macro;19;physics;ev1003;60365
macro;19;physics;ev1003;60365
macro;19;physics;ev1003;60365
macro;19;physics;ev1003;60365
macro;19;physics;ev1003;84695
macro;19;physics;ev1003;72243
macro;19;physics;ev1003;46040
macro;19;physics;ev1003;46040
macro;19;physics;ev1003;46040
macro;19;physics;ev1003;46040
macro;19;physics;ev1003;46040
macro;19;physics;ev1003;46040
macro;19;physics;ev1003;46040
macro;19;physics;ev1003;46040
macro;19;physics;ev1003;46040
macro;19;physics;ev1003;46040
macro;19;physics;ev1003;46040
macro;19;physics;ev1003;46040
macro;19;physics;ev1003;89002
macro;19;physics;ev1003;77644
macro;19;physics;ev1003;45848
macro;19;physics;ev1003;84688
macro;19;physics;ev1003;84688
macro;19;physics;ev1003;45176
macro;19;physics;ev1003;84781
macro;19;physics;ev1003;60371
macro;19;physics;ev1003;82049
macro;19;physics;ev1003;82049
macro;19;physics;ev1003;22674
macro;19;physics;ev1003;82598
macro;19;physics;ev1003;45183
macro;19;physics;ev1003;45183
macro;19;physics;ev1003;76924
macro;19;physics;ev1003;76924
macro;19;physics;ev1003;76924
macro;19;physics;ev1003;76924
macro;19;physics;ev1003;46932
macro;19;physics;ev1003;46932
macro;19;physics;ev1003;46932
macro;19;physics;ev1003;82234
macro;19;physics;ev1003;82234
macro;19;physics;ev1003;22433
macro;19;physics;ev1003;48509
macro;19;physics;ev1003;84694
macro;19;physics;ev1003;48295
macro;19;physics;ev1003;48295
macro;19;physics;ev1003;48380
macro;19;physics;ev1003;46912
macro;19;physics;ev1003;46912
macro;19;physics;ev1003;58171
macro;19;physics;ev1003;58171
macro;19;physics;ev1003;58171
macro;19;physics;ev1003;58171
macro;19;physics;ev1003;58171
macro;19;physics;ev1003;58171
macro;19;physics;ev1003;20238
macro;19;physics;ev1003;82242
macro;19;physics;ev1003;82242
macro;19;physics;ev1003;82242
macro;19;physics;ev1003;82242
macro;19;physics;ev1003;22432
macro;19;physics;ev1003;48286
macro;19;physics;ev1003;48286
macro;19;physics;ev1003;58155
macro;19;physics;ev1003;58155
macro;19;physics;ev1003;58155
macro;19;physics;ev1003;58155
macro;19;physics;ev1003;83266
macro;19;physics;ev1003;83266
macro;19;physics;ev1003;84771
macro;19;physics;ev1003;82047
macro;19;physics;ev1003;82047
macro;19;physics;ev1003;82047
macro;19;physics;ev1003;82047
macro;19;physics;ev1003;82047
macro;19;physics;ev1003;82045
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;58147
macro;19;physics;ev1003;83337
macro;19;physics;ev1003;45838
macro;19;physics;ev1003;58157
macro;19;physics;ev1003;58157
macro;19;physics;ev1003;48359
macro;19;physics;ev1003;53241
macro;19;physics;ev1003;53241
macro;19;physics;ev1003;45896
macro;19;physics;ev1003;58149
macro;19;physics;ev1003;58149
macro;19;physics;ev1003;58149
macro;19;physics;ev1003;58149
macro;19;physics;ev1003;58149
macro;19;physics;ev1003;58021
macro;19;physics;ev1003;58021
macro;19;physics;ev1003;60364
macro;19;physics;ev1003;82105
macro;19;physics;ev1003;83290
macro;19;physics;ev1003;82594
macro;19;physics;ev1003;82594
macro;19;physics;ev1003;85310
macro;19;physics;ev1003;85310
macro;19;physics;ev1003;46913
macro;19;physics;ev1003;84869
macro;19;physics;ev1003;45171
macro;19;physics;ev1003;45171
macro;19;physics;ev1003;72252
macro;19;physics;ev1003;82759
macro;19;physics;ev1003;82759
macro;19;physics;ev1003;46038
macro;19;physics;ev1003;46038
macro;19;physics;ev1003;46038
macro;19;physics;ev1003;48773
macro;19;physics;ev1003;48773
macro;19;physics;ev1003;48773
macro;19;physics;ev1003;84710
macro;19;physics;ev1003;58151
macro;19;physics;ev1003;58151
macro;19;physics;ev1003;58151
macro;19;physics;ev1003;86461
macro;19;physics;ev1003;82595
macro;19;physics;ev1003;58146
macro;19;physics;ev1003;58146
macro;19;physics;ev1003;58146
macro;19;physics;ev1003;58146
macro;19;physics;ev1003;58146
macro;19;physics;ev1003;58146
macro;19;physics;ev1003;58146
macro;19;physics;ev1003;58146
macro;19;physics;ev1003;82219
macro;19;physics;ev1003;58214
macro;19;physics;ev1003;58214
macro;19;physics;ev1003;58172
macro;19;physics;ev1003;58172
macro;19;physics;ev1003;58172
macro;19;physics;ev1003;58172
macro;19;physics;ev1003;58172
macro;19;physics;ev1003;58172
macro;19;physics;ev1003;58172
macro;19;physics;ev1003;58172
macro;19;physics;ev1003;58172
macro;19;physics;ev1003;58172
macro;19;physics;ev1003;58172
macro;19;physics;ev1003;58172
macro;19;physics;ev1003;58172
macro;19;physics;ev1003;72236
macro;19;physics;ev1003;24879
macro;19;physics;ev1003;82590
macro;19;physics;ev1003;60357
macro;19;physics;ev1003;82231
macro;19;physics;ev1003;82231
macro;19;physics;ev1003;82231
macro;19;physics;ev1003;70126
macro;19;physics;ev1003;70126
macro;19;physics;ev1003;58907
macro;19;physics;ev1003;58907
macro;19;physics;ev1003;58907
macro;19;physics;ev1003;81949
macro;19;physics;ev1003;84708
macro;19;physics;ev1003;82633
macro;19;physics;ev1003;58899
macro;19;physics;ev1003;58899
macro;19;physics;ev1003;79496
macro;19;physics;ev1003;82241
macro;19;physics;ev1003;46033
macro;19;physics;ev1003;46033
macro;19;physics;ev1003;46033
macro;19;physics;ev1003;46022
macro;19;physics;ev1003;46022
macro;19;physics;ev1003;82264
macro;19;physics;ev1003;82264
macro;19;physics;ev1003;46955
macro;19;physics;ev1003;46039
macro;19;physics;ev1003;85272
macro;19;physics;ev1003;85272
macro;19;physics;ev1003;48760
macro;19;physics;ev1003;82104
macro;19;physics;ev1003;82229
macro;19;physics;ev1003;48899
macro;19;physics;ev1003;84702
macro;19;physics;ev1003;82093
macro;19;physics;ev1003;82093
macro;19;physics;ev1003;78678
macro;19;physics;ev1003;58023
macro;19;physics;ev1003;82291
macro;19;physics;ev1003;48761
macro;19;physics;ev1003;70128
macro;19;physics;ev1003;46042
macro;19;physics;ev1003;82316
macro;19;physics;ev1003;70835
macro;19;physics;ev1003;58167
macro;19;physics;ev1003;82479
macro;19;physics;ev1003;46933
macro;19;physics;ev1003;48483
macro;19;physics;ev1003;48483
macro;19;physics;ev1003;48483
macro;19;physics;ev1003;48483
macro;19;physics;ev1003;43467
macro;19;physics;ev1003;43467
macro;19;physics;ev1003;60366
macro;19;physics;ev1003;82753
macro;19;physics;ev1003;82753
macro;19;physics;ev1003;82753
macro;19;physics;ev1003;82753
macro;19;physics;ev1003;82753
macro;19;physics;ev1003;82753
macro;19;physics;ev1003;82753
macro;19;physics;ev1003;82753
macro;19;physics;ev1003;82753
macro;19;physics;ev1003;82753
macro;19;physics;ev1003;82753
macro;19;physics;ev1003;82753
macro;19;physics;ev1003;82226
macro;19;physics;ev1003;82226
macro;19;physics;ev1003;82226
macro;19;physics;ev1003;82226
macro;19;physics;ev1003;82226
macro;19;physics;ev1003;82226
macro;19;physics;ev1003;82226
macro;19;physics;ev1003;82226
macro;19;physics;ev1003;82226
macro;19;physics;ev1003;82226
macro;19;physics;ev1003;82226
macro;19;physics;ev1003;82226
macro;19;physics;ev1003;82226
macro;19;physics;ev1003;82226
macro;19;physics;ev1003;48299
macro;19;physics;ev1003;65961
macro;19;physics;ev1003;86020
macro;19;physics;ev1003;86020
macro;19;physics;ev1003;60694
macro;19;physics;ev1003;60694
macro;19;physics;ev1003;60694
macro;19;physics;ev1003;58162
macro;19;physics;ev1003;58162
macro;19;physics;ev1003;58162
macro;19;physics;ev1003;58162
macro;19;physics;ev1003;58162
macro;19;physics;ev1003;58162
macro;19;physics;ev1003;58162
macro;19;physics;ev1003;58162
macro;19;physics;ev1003;58162
macro;19;physics;ev1003;58162
macro;19;physics;ev1003;58162
macro;19;physics;ev1003;58162
macro;19;physics;ev1003;58162
macro;19;physics;ev1003;58162
macro;19;physics;ev1003;58013
macro;19;physics;ev1003;82233
macro;19;physics;ev1003;61548
macro;19;physics;ev1003;65960
macro;19;physics;ev1003;70127
macro;19;physics;ev1003;82094
macro;19;physics;ev1003;83102
macro;19;physics;ev1003;46021
macro;19;physics;ev1003;46021
macro;19;physics;ev1003;46021
macro;19;physics;ev1003;82323
macro;19;physics;ev1003;48774
macro;19;physics;ev1003;82211
macro;19;physics;ev1003;82083
macro;19;physics;ev1003;82083
macro;19;physics;ev1003;22673
macro;19;physics;ev1003;22673
macro;19;physics;ev1003;22673
macro;19;physics;ev1003;82734
macro;19;physics;ev1003;60378
macro;19;physics;ev1003;53242
macro;19;physics;ev1003;53242
macro;19;physics;ev1003;72231
macro;19;physics;ev1003;72231
macro;19;physics;ev1003;72231
macro;19;physics;ev1003;83288
macro;19;physics;ev1003;84616
macro;19;physics;ev1003;82217
macro;19;physics;ev1003;72246
macro;19;physics;ev1003;48302
macro;19;physics;ev1003;70171
macro;19;physics;ev1003;83272
macro;19;physics;ev1003;79329
macro;19;physics;ev1003;82038
macro;19;physics;ev1003;82038
macro;19;physics;ev1003;22894
macro;19;physics;ev1003;48285
macro;19;physics;ev1003;48472
macro;19;physics;ev1003;70156
macro;19;physics;ev1003;70822
macro;19;physics;ev1003;58209
macro;19;physics;ev1003;48300
macro;19;physics;ev1003;70878
macro;19;physics;ev1003;83101
macro;19;physics;ev1003;60832
macro;19;physics;ev1003;60832
macro;19;physics;ev1003;60832
macro;19;physics;ev1003;48505
macro;19;physics;ev1003;48374
macro;19;physics;ev1003;48374
macro;19;physics;ev1003;82755
macro;19;physics;ev1003;72229
macro;19;physics;ev1003;72229
macro;19;physics;ev1003;58160
macro;19;physics;ev1003;58160
macro;19;physics;ev1003;82314
macro;19;physics;ev1003;82314
macro;19;physics;ev1003;87453
macro;19;physics;ev1003;59061
macro;19;physics;ev1003;59061
macro;19;physics;ev1003;82740
macro;19;physics;ev1003;85558
macro;19;physics;ev1003;82808
macro;19;physics;ev1003;46041
macro;19;physics;ev1003;60482
macro;19;physics;ev1003;79906
macro;19;physics;ev1003;79906
macro;19;physics;ev1003;58152
macro;19;physics;ev1003;58152
macro;19;physics;ev1003;82597
macro;19;physics;ev1003;82210
macro;19;physics;ev1003;48291
macro;19;physics;ev1003;48471
macro;19;physics;ev1003;77643
macro;19;physics;ev1003;75930
macro;19;physics;ev1003;75930
macro;19;physics;ev1003;70125
macro;19;physics;ev1003;58007
macro;19;physics;ev1003;58007
macro;19;physics;ev1003;58007
macro;19;physics;ev1003;46048
macro;19;physics;ev1003;46048
macro;19;physics;ev1003;46048
macro;19;physics;ev1003;46048
macro;19;physics;ev1003;46048
macro;19;physics;ev1003;46048
macro;19;physics;ev1003;46048
macro;19;physics;ev1003;46048
macro;19;physics;ev1003;85261
macro;19;physics;ev1003;85261
macro;19;physics;ev1003;85261
macro;19;physics;ev1003;85261
macro;19;physics;ev1003;72225
macro;19;physics;ev1003;72225
macro;19;physics;ev1003;72225
macro;19;physics;ev1003;86660
macro;19;physics;ev1003;48470
macro;19;physics;ev1003;58173
macro;19;physics;ev1003;58173
macro;19;physics;ev1003;46023
macro;19;physics;ev1003;84709
macro;19;physics;ev1003;82227
macro;19;physics;ev1003;82227
macro;19;physics;ev1003;82227
macro;19;physics;ev1003;58141
macro;19;physics;ev1003;58141
